restuarant_name,number_of_reviews,food_overall_rating,service_overall_rating,ambiance_overall_rating,overall_rating,noise_level,one_star_percent,two_star_percent,three_star_percent,four_star_percent,five_star_percent,loved_for_array,filters_array
Reichel - Jast,313,0.75,3.35,0.42,1.75,do not recall,0.0029626506588193483,0.0019099401037538622,0.05966493832771122,0.2410009585012267,0.6899651867696963,"{false,false,true,false}","{true,false,true,true}"
Stamm - Douglas,75,4.41,2.30,4.61,1.99,do not recall,0.005395085592124144,0.0021484095308869594,0.03430589376731022,0.10153312515929146,0.8539405231138923,"{false,true,false,false}","{false,true,true,true}"
Mitchell - Quitzon,29,3.87,4.16,4.34,0.71,do not recall,0.020464815078766647,0.002772263745994004,0.12596019436784053,0.5048524790679885,0.33219185013605634,"{false,false,true,false}","{true,true,true,true}"
Yundt Group,256,2.85,3.75,0.24,3.26,do not recall,0.01864008117887173,0.005145270863354543,0.0018419922384817749,0.02202826018390239,0.9457963167118435,"{false,true,false,false}","{true,false,true,false}"
"Abernathy, Weber and Grant",303,3.36,0.32,3.66,0.75,moderate,0.010545002237326056,0.019380141579961124,0.03470080301805934,0.34488724486410915,0.5900696339705858,"{true,false,true,false}","{true,true,true,false}"
"Hegmann, O'Keefe and Rau",117,3.60,0.35,4.20,2.17,do not recall,0.0006912084238116289,0.00033003853483361967,0.003631294340165747,0.0021518102074781866,0.992837365147677,"{false,true,true,false}","{true,true,true,true}"
Ryan and Sons,249,1.26,1.90,0.40,2.85,do not recall,0.038736351718020055,0.0015654998309915116,0.0070028043147794695,0.0924010269654871,0.8370748729746964,"{true,true,false,true}","{true,true,true,true}"
"Romaguera, Swaniawski and Lowe",66,4.29,2.92,2.09,0.32,do not recall,0.023920098415616417,0.22214756747231407,0.23215348905092167,0.13819468297907583,0.22442950440345033,"{true,true,false,true}","{true,false,false,true}"
"Simonis, Wehner and Kassulke",87,4.27,4.29,2.95,3.69,moderate,0.0007651921665721754,0.006138547807734004,0.03697587840109145,0.02286963093506369,0.9230971278579014,"{true,true,false,false}","{false,true,false,false}"
Lesch and Sons,375,3.70,3.20,3.22,2.73,do not recall,0.00527906715916,0.021129611423609952,0.048364040478584204,0.741261891900739,0.16942538980442579,"{true,true,false,false}","{true,true,false,true}"
Welch and Sons,224,3.69,0.45,1.00,0.71,energetic,0.021504636309925895,0.03907556283469549,0.38850867803836814,0.40904800236593336,0.13522947263089247,"{true,false,true,false}","{true,false,true,false}"
Cremin - Romaguera,8,3.81,1.18,3.60,4.73,moderate,0.024908075708266766,0.023724457171888896,0.10224879014729793,0.6001646164812032,0.2401056021957928,"{false,true,false,true}","{false,true,true,true}"
McCullough - McDermott,353,4.35,0.73,2.07,0.66,moderate,0.0003933945900240072,0.2555682458895141,0.03026048931528285,0.11624040855776818,0.45100610869299484,"{true,true,false,true}","{false,true,true,false}"
Block - Quitzon,339,0.08,4.80,0.80,4.17,do not recall,0.000328643772109784,0.10309648314517057,0.37198429354390017,0.03458958518159011,0.4546268404408689,"{false,true,false,false}","{false,true,true,true}"
Wehner LLC,265,3.84,2.58,2.55,2.72,quiet,0.01779547677708148,0.06592022926688393,0.025647841256102383,0.03810450769175625,0.8169115019664512,"{true,true,false,false}","{false,true,true,true}"
Kuhic Group,192,3.53,0.31,3.87,3.85,do not recall,0.0019552444459702088,0.0033243823697247043,0.0384418432207268,0.2104493493768079,0.7453377908614014,"{true,true,false,true}","{true,false,true,false}"
"Herzog, Schmitt and Kub",18,0.41,2.25,4.17,0.40,energetic,0.0192004080874986,0.07536331142658337,0.4369884850024965,0.17272630489119445,0.24775325724778052,"{true,false,false,false}","{false,false,false,false}"
Farrell - Kshlerin,79,1.41,3.60,4.64,1.21,energetic,0.1209010367397762,0.034818166571199696,0.4521597765508965,0.2747743258430311,0.059917017942278994,"{false,true,false,true}","{true,true,false,false}"
Heller Group,136,2.47,3.35,1.67,3.60,do not recall,0.17192201096521548,0.12855914085740333,0.1410729350805336,0.08334776746230517,0.4676810130061697,"{true,true,true,false}","{true,false,true,true}"
Wehner LLC,106,4.41,3.96,0.04,1.12,moderate,0.04276368020394155,0.00021369215007617303,0.10242404335539118,0.25065064786974856,0.558140208418402,"{true,true,false,true}","{false,false,false,true}"
Schmitt and Sons,21,4.74,4.05,1.91,1.33,do not recall,0.03059693010393122,0.01857228494458664,0.009545924864837765,0.7261443290384528,0.2120820486177979,"{true,false,false,false}","{true,false,false,false}"
Wiza - Leffler,88,4.34,0.41,4.25,0.42,quiet,0.0002981583509337847,0.0019351671050374605,0.011631695526423328,0.2081216399608322,0.7775718370220457,"{false,false,true,false}","{true,true,true,true}"
"Jakubowski, Deckow and Zulauf",276,2.23,2.76,3.33,1.55,moderate,0.002535871547248942,0.08795090929835044,0.041474007996410295,0.2616867837119161,0.49394396246534233,"{true,false,true,true}","{true,true,true,true}"
Dare LLC,381,4.19,3.15,3.65,1.62,do not recall,0.00376816114530503,0.004620605000287643,0.017012393845238567,0.04836982695604096,0.9156747789805839,"{false,true,false,false}","{false,false,true,true}"
Gleichner - Fadel,396,2.46,3.81,0.32,0.20,quiet,0.16323585696287582,0.026225813794829203,0.10509537763109443,0.18584317509564657,0.5049642030946522,"{false,false,true,true}","{true,false,false,false}"
Gorczany - Kovacek,247,0.03,4.03,3.56,1.50,energetic,0.029139872170396677,0.0266524970848567,0.049595646811406345,0.7491770185647327,0.12040576466128416,"{false,false,false,false}","{false,false,true,true}"
Emard Group,299,4.18,3.27,4.33,0.97,energetic,0.007283989191531964,0.059416647741942955,0.18330719855187716,0.11100873495716358,0.630735478276786,"{true,false,true,true}","{false,true,true,false}"
Herman - Maggio,39,4.55,4.34,2.79,3.46,do not recall,0.003937520744006487,0.0008427815540007122,0.02254647090557849,0.08208157882009555,0.8866166954451165,"{true,true,false,true}","{false,false,true,false}"
"Bernhard, Crist and Olson",37,2.27,0.18,3.89,0.62,do not recall,0.057611149518744346,0.11913305676001112,0.05509812575594583,0.2856747617646554,0.39548766157259085,"{true,true,true,false}","{false,false,false,false}"
Lakin - Herman,78,0.44,2.86,0.82,1.27,quiet,0.015126191335914219,0.155207222364436,0.081026150015124,0.3898262849340967,0.3311914625532646,"{false,true,true,true}","{false,false,false,true}"
Hilpert Group,88,3.03,2.78,3.97,0.56,moderate,0.006988453631531742,0.03704641822232463,0.3138431672909967,0.26622495771421395,0.31192355352038437,"{false,true,true,true}","{true,true,true,true}"
Bayer - Simonis,182,0.23,2.38,4.46,0.26,do not recall,0.0004262661209336158,0.01954783762243588,0.1360756590506177,0.3770036648582079,0.40458438470756386,"{false,false,true,true}","{false,true,true,false}"
Orn - Gottlieb,112,2.11,3.01,0.15,4.24,quiet,0.00532630573123145,0.0012114694549801054,0.0883395870118466,0.19684105121201226,0.6974464665398539,"{false,false,true,false}","{false,false,false,true}"
"Sauer, Leuschke and Braun",203,1.09,3.70,2.42,0.58,moderate,0.05785906551907591,0.2980199438530137,0.15710903342078308,0.0794564026318586,0.38406395833779094,"{false,false,false,false}","{true,false,false,true}"
Stokes LLC,92,4.62,0.96,2.67,0.35,do not recall,0.002174051428546008,0.006572776977232892,0.01038797331109356,0.06860001096086145,0.9114585354032443,"{false,false,false,true}","{true,false,true,true}"
Ankunding - Lebsack,214,3.74,2.60,2.25,1.70,quiet,0.05772468634572677,0.0014338208290645017,0.026008913075382348,0.6744859371383737,0.23560915922127856,"{true,false,false,false}","{false,true,false,true}"
Kilback - Marvin,373,4.35,3.73,1.73,0.87,quiet,0.0031253396683693963,0.013049336904233414,0.2990846393095475,0.16139542040502983,0.501599681821723,"{false,true,true,true}","{false,true,false,false}"
"Robel, Luettgen and Doyle",151,4.46,2.40,4.37,4.13,energetic,0.004503395942734814,0.005354224811844987,0.0764803824469328,0.13745427103778976,0.7659492612388885,"{false,true,false,false}","{false,true,true,true}"
Grant - Hermann,39,0.69,1.10,2.36,3.51,energetic,0.010978998415433686,0.2911883150395957,0.29006930484461657,0.15002856129735426,0.23661505167642893,"{false,true,false,false}","{true,true,true,false}"
Kulas - Satterfield,248,3.39,2.70,4.79,2.65,quiet,0.0007616487922427898,0.06691217532084948,0.27651942762216786,0.5355888496863118,0.11989588903850579,"{false,true,true,false}","{true,false,true,true}"
"Schowalter, Kilback and Conn",58,3.94,1.70,3.53,2.22,energetic,0.0001923930610333341,0.001712527142812642,0.012570235083940088,0.9800609822950684,0.004900595148736642,"{false,false,true,true}","{false,true,true,false}"
Waters LLC,244,3.84,4.13,3.61,1.39,energetic,0.0012872773252686977,0.003338869120311919,0.05879903127750749,0.14457294286602107,0.7906593309038223,"{true,false,false,false}","{true,false,false,false}"
"Kulas, Moore and Marks",18,1.22,0.40,2.93,1.40,energetic,0.0029932211187312604,0.0023378536481966613,0.055702417424346264,0.3939197919292062,0.5402134855446334,"{false,false,true,true}","{false,true,false,true}"
"Schaden, Christiansen and Bogisich",322,3.87,1.08,0.20,0.93,energetic,0.004709292807460723,0.03571350468744603,0.2860151402407719,0.4221369724385187,0.2486414496246383,"{false,true,false,true}","{true,false,false,true}"
Hoppe - Reilly,231,2.75,3.59,4.51,2.44,energetic,0.0029665576954843757,0.027601524550287984,0.6031978804612542,0.0843234112925717,0.27298407479185616,"{true,true,false,true}","{false,false,true,false}"
Greenfelder Inc,358,4.34,4.18,1.59,0.95,energetic,0.0037584483363787566,0.037008159152628776,0.03938223198135503,0.30591771839368725,0.6104647049969989,"{true,true,true,true}","{false,true,false,true}"
"Reichert, Lubowitz and Towne",85,2.80,1.78,1.92,4.65,energetic,0.07467126915866597,0.05971007475275545,0.09709751209354942,0.08014598582306759,0.654712449187401,"{true,true,true,true}","{true,false,false,true}"
"Sawayn, Farrell and Terry",107,0.76,2.90,0.56,1.92,moderate,0.00913974798008941,0.0001768161325421803,0.054921456218039136,0.33395913666038046,0.6010186830369779,"{false,true,true,false}","{true,false,false,true}"
Wunsch - Jacobs,361,1.26,2.35,2.48,3.68,energetic,0.02501950762221352,0.09752382317392735,0.038873234649922754,0.15421582302097842,0.4924065707992411,"{false,true,false,false}","{true,true,false,false}"
Swaniawski - McLaughlin,380,3.79,4.17,4.19,2.07,moderate,0.0012774874831556358,0.005323557235396817,0.0006311084450717028,0.10613921613210256,0.8861208188287957,"{false,true,false,true}","{false,false,false,false}"
Pagac - Skiles,178,4.66,1.50,4.17,2.42,quiet,0.0016000894627304482,0.0041438147981988785,0.0128282551165297,0.26425422320131875,0.7153418584524647,"{true,true,false,true}","{false,true,false,true}"
"Boyle, Nolan and Bednar",332,0.92,1.94,3.95,1.46,do not recall,0.007398254581765036,0.325034835689505,0.05368865813422462,0.46535619140340695,0.09836449103367984,"{false,true,false,true}","{true,true,false,false}"
Koelpin Inc,318,3.47,2.35,2.54,3.72,energetic,0.004901968494457211,0.00942970824389472,0.004249449726916845,0.08627042871490234,0.8950378772957546,"{true,true,false,true}","{true,true,false,true}"
Prosacco - Herman,208,3.79,2.01,1.86,4.56,moderate,0.0012990693247753294,0.008619524174093137,0.01808662169738056,0.01049283336043311,0.9553777964909669,"{false,true,true,true}","{true,true,false,false}"
"Prohaska, Skiles and Stark",77,3.32,3.07,1.29,0.30,quiet,0.0006007725373338372,0.0010815570236877839,0.1661942991106368,0.4577039960563972,0.37421457453494167,"{true,false,true,false}","{false,true,false,true}"
Pagac - Huels,196,2.18,2.63,3.22,2.28,moderate,0.06485065460654268,0.03606375222868368,0.0594651527761226,0.15808356453758907,0.36402285299163184,"{true,true,false,false}","{false,true,true,true}"
"Senger, Mills and Altenwerth",103,1.85,3.77,1.80,4.84,moderate,0.00118515109632353,0.0012903081810887623,0.0066206828542772055,0.006799421987409548,0.9732646754210559,"{false,false,false,true}","{true,false,true,false}"
Greenfelder - Lesch,36,1.76,1.66,1.98,0.47,do not recall,0.006413020358834031,0.00937576577016777,0.14189120122227447,0.2067037921641449,0.606104267044071,"{false,true,true,true}","{false,true,true,false}"
Heidenreich - Lind,398,2.92,4.09,2.00,2.90,quiet,0.00021630831407941974,0.003517699244678873,0.019417660578141226,0.18535174569007346,0.7911407021699566,"{false,false,true,true}","{true,true,true,true}"
"Sauer, Bernhard and Schmidt",62,3.10,0.27,4.11,2.60,do not recall,0.006596973565352077,0.012177124277640474,0.010347631159631153,0.3040890442630176,0.6614501907903683,"{false,false,false,false}","{true,true,false,false}"
Walker and Sons,8,2.28,4.97,0.16,3.07,do not recall,0.02819098604864507,0.06014892552454497,0.3659212754942378,0.0662484703314193,0.47452278663841807,"{true,false,true,true}","{false,false,true,false}"
"Hills, Orn and Jenkins",35,2.02,2.60,3.28,3.95,quiet,0.035555478400236144,0.05953844010565401,0.1511507342356034,0.20882077999459334,0.5431602485690015,"{true,false,true,false}","{true,false,false,true}"
"Armstrong, Rice and Abshire",221,1.28,0.02,4.23,2.73,do not recall,0.14303351005396084,0.06746341487187694,0.2506235596911131,0.08074522773983973,0.26005635259738913,"{true,true,true,false}","{false,false,true,false}"
Collins Inc,41,3.57,3.39,4.70,4.35,quiet,0.2406885247543608,0.08057204623801247,0.04487702067913636,0.5982930363574723,0.006575135675636279,"{true,true,true,true}","{true,true,false,false}"
O'Hara Group,230,4.25,0.06,2.39,1.91,quiet,0.01602116694232245,0.0012864151017578096,0.05665828613070038,0.3110166215834631,0.6091824155766481,"{true,false,false,true}","{true,true,false,false}"
Medhurst - Bartoletti,286,2.37,1.01,2.41,4.07,do not recall,0.0017880317797496076,0.019635285316420024,0.01607237920090639,0.587197606552249,0.37263071948488946,"{false,false,false,true}","{false,true,false,true}"
"Gulgowski, Huels and DuBuque",54,4.18,0.11,1.15,3.92,quiet,0.01462280675876349,0.15350134855674058,0.03693117883832092,0.11054118417363253,0.6733557693186027,"{false,true,true,false}","{false,true,false,true}"
Kozey - Volkman,15,0.93,4.83,2.96,3.18,energetic,0.00002467788760017989,0.17878293566570622,0.020363951469957536,0.07059443874572628,0.7272302128376311,"{false,true,false,false}","{true,false,false,true}"
Abbott LLC,35,4.28,1.51,0.39,3.58,energetic,0.003475856905089823,0.001625982568223604,0.019611980659355707,0.5227166145137083,0.4461640986161175,"{false,false,false,true}","{false,false,true,false}"
Jacobs - McKenzie,51,1.45,3.92,4.17,0.49,do not recall,0.0011569060589038868,0.00022749650064669326,0.00362311483075,0.003927504439120195,0.9910477613049649,"{false,true,true,false}","{true,false,true,true}"
Nicolas and Sons,334,3.24,3.63,1.18,2.90,energetic,0.008760552819234308,0.013127052982399941,0.006433983697175228,0.05238159621011095,0.9178958296340867,"{false,false,false,false}","{false,true,false,true}"
Sauer Inc,106,1.85,4.74,2.52,2.85,energetic,0.10355498912766531,0.21141412485628797,0.17853694258460753,0.22187695669594848,0.23184462897960567,"{false,false,true,false}","{true,false,false,false}"
Hahn and Sons,399,4.04,3.23,3.20,3.86,do not recall,0.00011595022694550587,0.00008831492278707646,0.01103659683482587,0.06807337538994494,0.9205627253871504,"{false,false,true,false}","{true,false,false,false}"
Hagenes - Abernathy,89,4.56,4.11,1.61,2.87,quiet,0.012469402605238749,0.0438371353597206,0.2791536410361576,0.27268748351922356,0.3909907079500776,"{false,true,false,false}","{true,true,true,true}"
"Lindgren, Von and Orn",122,4.84,3.81,3.57,0.75,quiet,0.00009221400584034733,0.00011014556256451672,0.0013306719543695535,0.08796955738596413,0.9104089696501589,"{false,false,true,false}","{true,false,true,false}"
"Wintheiser, Farrell and Nienow",264,3.11,2.47,2.66,2.68,do not recall,0.00843365298724236,0.01808054761905247,0.008466765959039954,0.06007484289535296,0.8990377037462629,"{false,true,false,false}","{false,true,false,true}"
"Kuhic, Jaskolski and Waelchi",114,1.08,2.83,5.00,2.38,do not recall,0.004469338771555571,0.15594085467360821,0.028888179693969805,0.05176640790623497,0.7516723946677395,"{false,false,true,true}","{false,true,true,true}"
"Heidenreich, Crooks and Gorczany",61,0.29,2.43,1.68,2.89,moderate,0.09106752657152359,0.023270132259143865,0.3787389536087071,0.1433483294900231,0.3144153561475822,"{false,true,true,false}","{false,true,false,true}"
Hagenes Group,259,4.69,3.86,0.76,0.22,do not recall,0.000039270770572912934,0.000694967194791016,0.005697437179402532,0.35783560142694343,0.6357157748016797,"{true,true,true,true}","{false,true,false,true}"
"White, Dicki and Green",372,0.79,4.23,2.33,2.76,do not recall,0.026025503577322032,0.15463615639899242,0.3609602822587529,0.12787520827567392,0.32795441691891014,"{true,false,false,false}","{true,true,true,true}"
Johnson - Kreiger,379,2.55,3.35,0.75,3.78,moderate,0.008361925955766772,0.045941223364488276,0.11591568458788337,0.478888965949654,0.350219457539239,"{false,true,true,true}","{false,true,false,true}"
"Hyatt, Wiegand and Welch",49,4.19,1.30,0.31,4.05,do not recall,0.0007598580621041337,0.00610692822867433,0.014645184788797908,0.13634148626829076,0.8421044857723172,"{false,false,false,false}","{false,true,false,false}"
"Leffler, Sawayn and Larkin",315,0.57,3.27,0.20,0.55,do not recall,0.0004200224064237354,0.005768489187676091,0.19258072017545144,0.12495103875061869,0.6757677222231726,"{false,true,true,false}","{true,false,false,false}"
"Runte, Bogan and Schoen",194,3.95,0.75,2.90,2.88,do not recall,0.02115562945545746,0.024650873510187753,0.053414324384643525,0.14096328377249828,0.729347175952358,"{true,true,true,false}","{false,false,true,false}"
"Cummings, Stokes and Leuschke",322,2.70,0.76,4.20,3.50,quiet,0.0020862681609215184,0.0012647232781582843,0.11254263274117791,0.30207754756970134,0.5736117929525351,"{true,false,false,false}","{true,false,true,true}"
Dare and Sons,11,1.57,4.38,1.62,4.09,energetic,0.0006339012119335289,0.002056851447386242,0.033589302328953304,0.17672176713506452,0.7841752435028133,"{true,true,true,false}","{false,false,false,true}"
Skiles - Hirthe,75,4.91,4.52,3.15,2.11,quiet,0.00007749980590258755,0.02647733910721917,0.12480242240737928,0.18700523258380972,0.6459305682224792,"{true,true,true,false}","{true,true,true,true}"
Littel - Gerlach,249,4.53,4.08,3.21,1.17,energetic,0.006058291842550526,0.02812680602737879,0.018868174931458735,0.15145050631380208,0.7948954311623551,"{false,true,true,true}","{true,false,false,true}"
Langworth - Brekke,301,3.29,3.87,0.71,3.90,energetic,0.049299689964563,0.030555136156583933,0.19286963978961777,0.446978540880424,0.2778431291196841,"{true,true,true,false}","{true,true,true,true}"
"Welch, Paucek and Pagac",21,2.45,4.04,2.69,3.51,moderate,0.020623153320847295,0.021025723318430604,0.41079606669772517,0.13323565010760074,0.2122009374373348,"{true,false,false,false}","{false,true,true,true}"
"Maggio, Stark and Crist",337,3.64,4.85,4.38,2.29,moderate,0.005066828945076422,0.4083423553488824,0.19549772646442795,0.34780551914978036,0.03773425750444814,"{false,true,false,true}","{true,false,false,false}"
Ondricka - Herman,304,3.18,0.39,3.46,3.65,do not recall,0.020080818837017827,0.037059382639261645,0.046071221743592954,0.07858370819190648,0.8157499911181243,"{false,false,true,false}","{true,false,true,true}"
Klocko Group,376,0.44,4.45,2.90,2.07,energetic,0.0000786905827158753,0.004277414925707473,0.04114779178601836,0.011263989967744375,0.94318737090083,"{true,true,true,false}","{true,false,true,true}"
Purdy LLC,120,0.67,4.33,2.04,2.12,moderate,0.00003507269026398679,0.0021978495281869802,0.1773081356687073,0.5950903031931443,0.22413353135358371,"{true,false,true,false}","{true,false,false,true}"
"Hayes, Weber and Kuhn",114,1.11,1.18,4.34,1.48,do not recall,0.04421829087553598,0.04237855421865523,0.11731208827696062,0.18619754278691586,0.5823684542581087,"{true,false,true,false}","{true,false,false,true}"
Waelchi - Conn,208,2.70,0.19,1.75,3.95,quiet,0.0019479830510662898,0.08550316383135627,0.018524748726128464,0.39893450643690054,0.4871555983658209,"{false,false,true,true}","{true,false,false,false}"
Rippin - Kautzer,190,2.84,1.46,3.14,0.29,quiet,0.0021235890099840452,0.03129240179033897,0.002995880111952811,0.018161283814721766,0.9445935693818046,"{false,false,false,false}","{true,true,false,false}"
Hamill - Russel,27,3.41,1.66,0.01,1.68,moderate,0.019575866523652966,0.030836156258729912,0.10285048307478682,0.6467604684347306,0.1292014605556171,"{false,false,false,true}","{false,true,true,false}"
Feil LLC,281,1.96,0.18,3.41,4.21,do not recall,0.024775948108248257,0.005445147998705831,0.05598662920483472,0.44502216349248674,0.45681980455182414,"{false,false,true,true}","{true,false,true,true}"
"Cummings, Becker and Berge",358,4.52,2.74,1.12,3.41,energetic,0.0008127035430910894,0.037469886408794464,0.023807087254687734,0.07855403515469028,0.7987739213221072,"{false,true,false,true}","{true,false,true,false}"
Kozey Inc,358,4.61,0.99,2.63,1.17,quiet,0.0008756017149399853,0.004429047579744314,0.016964337973981294,0.2539407948998634,0.7178864315693771,"{true,true,true,true}","{false,false,true,false}"
Crona Group,377,1.78,1.29,3.94,1.41,moderate,0.000018279819083111306,0.109249220759619,0.21214738028713856,0.3812174089329392,0.2656163209840756,"{false,false,false,false}","{true,true,true,true}"
Hackett - Spencer,234,0.06,4.45,0.01,3.76,do not recall,0.0015295553950426869,0.14916831573114564,0.023011513206638252,0.7161858187096422,0.07074417632196361,"{true,true,false,false}","{true,true,false,false}"
Steuber Inc,273,3.99,1.64,4.78,1.94,moderate,0.003727894377528478,0.00695693339548913,0.02121690221650787,0.9377179588409411,0.027686579664546684,"{true,false,true,false}","{false,true,false,false}"
"Pfeffer, Torphy and Osinski",161,1.82,0.39,3.20,1.75,quiet,0.01942287667740896,0.0287264561411551,0.09714399613794611,0.07034659691990666,0.7016445577622292,"{false,true,false,true}","{false,true,false,true}"
Barrows and Sons,393,1.31,4.36,3.38,3.22,quiet,0.017704889982471432,0.004351273394645059,0.26035426201733847,0.5470302475336949,0.12597798269123084,"{false,false,false,true}","{false,false,true,true}"
Hermiston - Schumm,30,1.39,2.59,2.31,4.19,do not recall,0.0011472035382392477,0.01627988343875994,0.2927256597000542,0.09490195758547132,0.5881650452865088,"{true,true,false,false}","{false,false,false,true}"
Heidenreich - Bosco,221,2.13,3.48,3.31,1.86,energetic,0.04275559789343345,0.18682330827327756,0.4484043338515259,0.13998288319771135,0.1093428388090174,"{false,false,false,false}","{true,false,true,true}"
Larson LLC,46,4.67,4.91,1.56,4.10,energetic,0.21686994340369536,0.00561521808806927,0.10667438177950131,0.5315119865239885,0.04469233088055202,"{false,true,false,true}","{false,false,true,true}"
Stark - Torphy,367,1.45,1.03,2.76,4.01,moderate,0.005680006745149408,0.04512634660547294,0.5143367188359506,0.06386760732205014,0.3617313332272245,"{true,true,true,false}","{true,true,false,false}"
"Hessel, Huel and Walter",360,3.39,0.39,2.00,1.96,energetic,0.3385801661540537,0.026508110472403573,0.12236186072626909,0.15944741874929635,0.20284952758078023,"{false,true,false,false}","{true,false,false,true}"
Runolfsson - King,331,3.80,0.39,2.47,4.34,moderate,0.03608840739965776,0.16312903333096113,0.03858854071500334,0.047701119812403735,0.6706339796661127,"{false,true,false,false}","{true,false,true,false}"
Wiegand and Sons,313,4.83,2.85,4.62,2.56,quiet,0.01133124291579027,0.44147096385155854,0.13539307797490807,0.2436582639871431,0.0852689207161299,"{true,true,false,false}","{false,true,false,false}"
"Frami, Boyle and Breitenberg",306,3.15,2.40,1.30,0.25,moderate,0.0023888283954648986,0.0076471858132857755,0.27713174102852545,0.06326662178169891,0.6469903526716485,"{false,false,true,true}","{false,false,true,false}"
Ritchie LLC,323,3.69,4.70,2.88,2.43,moderate,0.003897168208101363,0.0740317287020796,0.04294364522168873,0.5823879965674765,0.2887176455981122,"{true,false,false,false}","{true,true,true,true}"
"Becker, Cassin and Price",346,0.40,2.58,2.25,3.97,quiet,0.016915387246703408,0.042043545092367136,0.11038016241079232,0.4460003423978647,0.34557525698263003,"{false,false,false,true}","{false,false,true,true}"
Emard - Cruickshank,157,1.36,3.61,2.32,0.58,do not recall,0.022433114552240223,0.18047470175835031,0.228305270903632,0.23339970958059358,0.2758805769702579,"{false,false,false,true}","{false,false,true,true}"
Kling and Sons,16,0.15,2.39,0.46,2.79,energetic,0.02334021629509471,0.030539599220972657,0.19649082648656524,0.24895152301955498,0.48966199728684834,"{true,false,false,false}","{true,false,true,false}"
Okuneva and Sons,94,1.94,1.27,3.22,1.61,quiet,0.003935020303442235,0.04998123528755459,0.1614309874463928,0.16546539910621197,0.6154921694330153,"{true,false,false,true}","{true,true,false,false}"
Wilkinson LLC,103,3.54,4.79,0.57,4.86,quiet,0.0016524527929670941,0.017158540485571073,0.2661053223957744,0.1570451580811222,0.5568890889308886,"{false,true,false,true}","{true,true,true,false}"
Rowe Group,170,4.05,3.30,3.41,0.30,energetic,0.002047499079612791,0.0991369487478331,0.022741923101802935,0.03900275852634808,0.8304455422610804,"{false,false,false,false}","{false,false,true,false}"
"Daniel, Huel and Prosacco",164,0.72,3.96,2.15,2.74,moderate,0.003238018132817697,0.11694008926964373,0.6030896924474299,0.06425116894138931,0.19505883264284773,"{true,false,true,true}","{true,true,true,false}"
"Jacobson, Erdman and Prohaska",229,3.51,2.77,3.04,0.52,moderate,0.007665509880552287,0.14657259282302745,0.1060656132281136,0.4099314808276016,0.32566445726185944,"{false,false,true,false}","{true,true,false,false}"
Lockman Group,182,4.03,4.76,4.03,4.06,quiet,0.015641044408655623,0.15061682529401235,0.07415810780770782,0.1437917710303619,0.6123838972475035,"{true,true,false,false}","{false,true,false,true}"
Rosenbaum and Sons,110,1.36,3.47,1.45,2.23,moderate,0.06043380155804407,0.0602064552365039,0.46908788649846506,0.3110957202405401,0.07051324376731927,"{false,true,false,true}","{false,true,true,false}"
"Braun, Nolan and Gorczany",282,4.22,2.56,2.53,0.14,energetic,0.011478807554788922,0.048342551042876124,0.21401497317867268,0.38306889850276216,0.3196058589551587,"{true,false,false,true}","{false,true,false,true}"
Lemke - Feeney,149,4.80,0.19,3.28,3.81,energetic,0.0509020722601556,0.09695143967196047,0.00029894928676788126,0.12151209127123043,0.5374369652785842,"{true,true,true,false}","{true,false,true,true}"
Stamm - Monahan,119,3.11,3.28,0.92,0.51,do not recall,0.02319920976613059,0.03457089388901071,0.5249000940508329,0.06038389547776862,0.3447329270094803,"{false,true,false,true}","{true,false,true,true}"
D'Amore - Bartoletti,18,0.02,1.90,2.35,2.11,quiet,0.013419179689627638,0.3491797004291594,0.3017097833701756,0.21749661328398123,0.11193749558792132,"{true,true,false,true}","{true,true,true,false}"
"Beatty, Hintz and Pacocha",306,1.08,0.98,2.85,2.57,do not recall,0.0051261278457958755,0.0044704763302841465,0.5114858364731364,0.21749036378907197,0.2602929849421931,"{true,true,false,false}","{false,true,true,false}"
"O'Conner, Ryan and Wintheiser",28,0.33,2.82,1.37,3.44,energetic,0.022479980618122147,0.15989365881010942,0.5066300144569424,0.09097883334864475,0.20146117620955328,"{true,true,false,true}","{true,false,true,true}"
Harris and Sons,265,2.68,4.98,4.81,3.75,do not recall,0.005029710296797497,0.00201367053633278,0.007235066094476828,0.6683986713825619,0.29902987436388506,"{false,true,true,false}","{false,true,true,false}"
Veum Group,375,0.44,0.74,4.92,4.91,moderate,0.009628614861348557,0.0006728643705910469,0.34090839015831476,0.31958585851165544,0.24885843842444255,"{false,true,true,false}","{true,false,false,false}"
Welch LLC,220,2.94,3.28,0.20,0.49,energetic,0.0034548815367969918,0.013932921041185098,0.07193421679156084,0.8604055829912355,0.04942436112854387,"{true,false,true,true}","{false,false,false,true}"
"Cassin, Romaguera and Parker",230,4.83,1.48,1.56,3.96,moderate,0.000245753797601392,0.0000861011752311609,0.015464669010546897,0.9061336146169121,0.07787703202533569,"{false,true,false,false}","{true,true,true,true}"
Block - Watsica,106,1.87,2.49,4.12,1.38,quiet,0.005566213338724602,0.004111613437789485,0.10237013304750825,0.7173975752419338,0.17026346936733683,"{false,true,true,true}","{false,true,false,false}"
Erdman - Klein,166,2.54,4.31,2.80,0.15,moderate,0.0020692166947632877,0.02458957005469573,0.0095211199871257,0.1884122662857276,0.7753870597876977,"{true,true,true,true}","{false,true,true,false}"
